1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.105275126,0,0.02605143,0.053383253,0.063771677,0,0,0.044244929,0,0.019185472,0.025339711,0.046426801,0.018730832,0.053624531,0,0.023406094,0.009925313,0,0.043088301,0.012801645,0.04103003
0.009570466,0.036610996,0,0.026691626,0.031885839,0,0,0,0,0.028778208,0,0,0.037461664,0.010724906,0,0.023406094,0.029775938,0.016113407,0.057451067,0,0
0.038281864,0.018305498,0,0.04003744,0.042514452,0,0.017387007,0,0,0.038370944,0,0,0.056192496,0.064349438,0,0.058515236,0.079402502,0,0.014362767,0,0
0.066993262,0.009152749,0.02605143,0.053383253,0.010628613,0,0,0.044244929,0.037602236,0.057556416,0.038009567,0.0154756,0.028096248,0.042899625,0.034364737,0.046812189,0.079402502,0,0.186715969,0.051206579,0
0,0.100680239,0,0.013345813,0.170057806,0.01254605,0.017387007,0.01474831,0.012534079,0.057556416,0.012669856,0.030951201,0.028096248,0.042899625,0,0.035109142,0.079402502,0,0.071813834,0.089611514,0
0.124416058,0,0,0.053383253,0.021257226,0,0.017387007,0.103238167,0,0.057556416,0,0,0.121750407,0.107249063,0,0.386200557,0.21835688,0,0.215441503,0.051206579,0.020515015
0.076563728,0.164749482,0.143282865,0.04003744,0.159429193,0.062730248,0.069548028,0.088489858,0.062670394,0.04796368,0.152038268,0.030951201,0.103019575,0.08579925,0.045819649,0.058515236,0.039701251,0,0.186715969,0.089611514,0.030772523
0.019140932,0.064069243,0,0.013345813,0.053143064,0.025092099,0.017387007,0.01474831,0.012534079,0.019185472,0,0.046426801,0.04682708,0.042899625,0.022909824,0.023406094,0.039701251,0,0.043088301,0,0.010257508
0.028711398,0,0,0,0.010628613,0,0,0,0,0.028778208,0.025339711,0,0.009365416,0.010724906,0.011454912,0.023406094,0.009925313,0,0,0.012801645,0.010257508
0,0,0.02605143,0,0,0,0.017387007,0.01474831,0.025068158,0.009592736,0,0,0,0.032174719,0.011454912,0,0,0,0.014362767,0,0
0.057422796,0.027458247,0,0,0.010628613,0,0.017387007,0,0.025068158,0.038370944,0.025339711,0,0.037461664,0.064349438,0,0.058515236,0.129029066,0.016113407,0.114902135,0.089611514,0
0.066993262,0.073221992,0.039077145,0.093420692,0.127543355,0.025092099,0.034774014,0.044244929,0.037602236,0.038370944,0.012669856,0.0154756,0.028096248,0.021449813,0,0.023406094,0.079402502,0.531742431,0.014362767,0.179223027,0.010257508
0.04785233,0.109832988,0.05210286,0.080074879,0.170057806,0.050184198,0.086935034,0.176979715,0.037602236,0.153483775,0.101358845,0.077378002,0.177942903,0.075074344,0.057274561,0.093624378,0.069477189,0.338381547,0.086176601,0.192024672,0.174377629
0.086134194,0.228818725,0,0.133458132,0.191315032,0,0,0.029496619,0.012534079,0.115112831,0.025339711,0.061902402,0.04682708,0.053624531,0.022909824,0,0.10917844,0,0.071813834,0.064008224,0
0.04785233,0.054916494,0,0.013345813,0.116914742,0,0.017387007,0.044244929,0.012534079,0,0.038009567,0,0.04682708,0.010724906,0.022909824,0.035109142,0.039701251,0,0.028725534,0.064008224,0
0.009570466,0,0,0,0,0,0.017387007,0.029496619,0,0,0,0.0154756,0.028096248,0.032174719,0,0.011703047,0.029775938,0,0.014362767,0.012801645,0.04103003
0.04785233,0.100680239,0,0.066729066,0.276343935,0,0.034774014,0,0.012534079,0.067149152,0.012669856,0.030951201,0.037461664,0.08579925,0.011454912,0.093624378,0.138954378,0,0.086176601,0.076809869,0.020515015
0.019140932,0.009152749,0.02605143,0,0,0,0,0,0.012534079,0,0,0,0.028096248,0.010724906,0.034364737,0.046812189,0.009925313,0,0.028725534,0.038404934,0.020515015
0.009570466,0,0,0.04003744,0.042514452,0,0.034774014,0.029496619,0,0,0,0,0.037461664,0.021449813,0.045819649,0.023406094,0.039701251,0,0,0.02560329,0
0.057422796,0.054916494,0.013025715,0.066729066,0.180686419,0.075276297,0.086935034,0.029496619,0.012534079,0.124705567,0.126698556,0.077378002,0.018730832,0.053624531,0.034364737,0.070218283,0.079402502,0,0.014362767,0.217627962,0.04103003
0,0,0,0,0,0.025092099,0.156483062,0,0,0.04796368,0.012669856,0,0.009365416,0.010724906,0,0.023406094,0.009925313,0,0.028725534,0.012801645,0.020515015
0.066993262,0,0,0.04003744,0,0,0,0.01474831,0,0,0,0,0.074923327,0,0,0.08192133,0.009925313,0,0.086176601,0.012801645,0
0.009570466,0.009152749,0,0,0.010628613,0.01254605,0,0.01474831,0,0.028778208,0.012669856,0,0,0.010724906,0,0.058515236,0.079402502,0,0.100539368,0.064008224,0.010257508
0.04785233,0.045763745,0,0,0.021257226,0.037638149,0.034774014,0.01474831,0.037602236,0,0.050679423,0.0154756,0.065557912,0.042899625,0.057274561,0.046812189,0.009925313,0.241701105,0.043088301,0.089611514,0.184635137
0.057422796,0.018305498,0,0.04003744,0.021257226,0,0,0.01474831,0,0.019185472,0,0,0.018730832,0,0.011454912,0,0.049626564,0,0.057451067,0.012801645,0
0.019140932,0.082374741,0,0.026691626,0.053143064,0,0,0.044244929,0.012534079,0.028778208,0.012669856,0.061902402,0.074923327,0,0.022909824,0.046812189,0.039701251,0.048340221,0.043088301,0.038404934,0.020515015
0,0.009152749,0,0,0.021257226,0,0,0,0,0,0,0.0154756,0.018730832,0,0.011454912,0,0.009925313,0,0.014362767,0,0.020515015
0.093744023,0.082756087,0.009814512,0.020111395,0.08809199,0,0.026201248,0.011112439,0,0.101190018,0.028639146,0.04664173,0.049396054,0,0,0.096997109,0.014956892,0,0.054109717,0.048228408,0.030914981
0.014422157,0.034481703,0.029443537,0.040222789,0,0.028359293,0.026201248,0.044449756,0.018888156,0.014455717,0.019092764,0.04664173,0.028226317,0.024242751,0.017261912,0.017635838,0,0,0,0.019291363,0.030914981
0.014422157,0.068963406,0.029443537,0.020111395,0.08809199,0.018906195,0.091704366,0.011112439,0.018888156,0.028911434,0.038185529,0.069962594,0.035282896,0,0.017261912,0.035271676,0.044870675,0,0,0.048228408,0.015457491
0,0,0,0,0,0,0,0,0.009444078,0,0,0,0,0,0,0,0,0,0,0,0
0.021633236,0.006896341,0.196290245,0,0,0.510467276,0.183408733,0.12223683,0.821634794,0,0,0.652984213,0.070565792,0.008080917,0.155357211,0,0,0.182115028,0.043287774,0.019291363,0.448267227
0.021633236,0,0.196290245,0,0,0.311952224,0.078603743,0.033337317,0.661085467,0,0,0.338152539,0.028226317,0,0.215773905,0,0,0.388512059,0.03246583,0.067519771,0.517825934
0.014422157,0,0,0,0,0,0,0,0.018888156,0,0,0,0,0,0.008630956,0,0.007478446,0,0,0,0
0.007211079,0.027585362,0,0,0,0,0,0.011112439,0,0,0,0,0.007056579,0,0.025892869,0,0.022435337,0,0,0,0
0.028844315,0.075859746,0.009814512,0,0.016016726,0.018906195,0.039301871,0.044449756,0.009444078,0.057822867,0.047731911,0.04664173,0,0,0.008630956,0.008817919,0.059827566,0,0.021643887,0.038582726,0.007728745
0.086532944,0,0.235548294,0,0,0.103984075,0.039301871,0.022224878,0.217213796,0,0.009546382,0.139925189,0.162301321,0.008080917,0.207142948,0,0.022435337,0.570627087,0.075753604,0.009645682,0.293692321
0.007211079,0,0,0,0.008008363,0,0,0,0,0.007227858,0.019092764,0,0,0.024242751,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.007056579,0,0,0,0,0,0,0,0
0,0,0.039258049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.009814512,0,0,0,0,0,0,0,0,0,0.007056579,0,0,0,0,0,0,0,0.007728745
0,0,0,0,0,0.009453098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.019629024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007211079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010821943,0,0
0,0,0,0,0,0,0,0,0,0.007227858,0,0,0,0,0,0,0,0,0,0.009645682,0
0,0,0,0,0,0.018906195,0,0,0,0,0,0,0,0.008080917,0.008630956,0,0,0,0,0,0
0,0.013792681,0,0,0,0,0,0.011112439,0.018888156,0.014455717,0.019092764,0,0,0,0,0.017635838,0,0,0,0,0
0.014422157,0.020689022,0,0,0.032033451,0,0,0,0,0.021683575,0.028639146,0.023320865,0.007056579,0,0.017261912,0.017635838,0.007478446,0,0.010821943,0.019291363,0.023186236
0,0,0,0,0,0,0,0,0.009444078,0,0,0.011660432,0,0,0,0,0,0,0,0,0.015457491
0,0,0.019629024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010821943,0,0.015457491
0,0,0,0,0,0,0,0,0.009444078,0,0,0,0,0,0,0,0,0,0,0,0
0.043266472,0.013792681,0.08833061,0.140779762,0.008008363,0.047265489,0.013100624,0.033337317,0.15110525,0.036139292,0.009546382,0.011660432,0.056452633,0.032323669,0.129464343,0.008817919,0.044870675,0.157833024,0.021643887,0.067519771,0.208676123
0,0,0.039258049,0,0,0.170155759,0.013100624,0.011112439,0.160549328,0,0,0.151585621,0.028226317,0.008080917,0.077678606,0,0,0,0,0.009645682,0.247319849
0.007211079,0,0.078516098,0,0,0.028359293,0.026201248,0,0.066108547,0,0,0.104943891,0,0,0.094940518,0.008817919,0,0.230679035,0,0.009645682,0.224133613
0.007211079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.011660432,0,0,0,0,0,0,0,0,0
0,0,0.019629024,0,0,0,0,0.011112439,0.028332234,0,0,0.034981297,0.014113158,0,0.060416693,0,0,0,0.021643887,0.019291363,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010821943,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007728745
0,0.006896341,0,0.060334184,0.008008363,0,0.026201248,0,0,0.028911434,0.076371057,0,0.014113158,0.016161834,0.017261912,0.008817919,0.029913783,0,0.010821943,0.038582726,0
0,0,0,0,0,0,0,0,0,0,0,0,0.014113158,0.008080917,0,0.008817919,0,0,0,0,0
0,0,0,0.020111395,0,0,0,0,0.037776312,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.009444078,0,0,0,0,0.008080917,0,0,0,0,0.010821943,0,0
0,0,0,0,0,0,0,0,0,0,0.009546382,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.007056579,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.009444078,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.009444078,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.033337317,0,0,0,0,0,0.008080917,0,0,0,0,0,0.009645682,0
0,0,0,0,0,0.037812391,0,0,0,0,0,0,0.007056579,0.008080917,0,0.008817919,0,0,0,0,0
0,0,0,0,0,0,0.013100624,0,0.009444078,0,0,0,0,0,0.051785737,0,0,0,0,0,0.015457491
0,0,0,0,0.008008363,0,0,0,0,0,0.009546382,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.018906195,0,0,0,0,0,0,0,0,0.008630956,0,0,0,0,0,0
0,0,0,0,0,0,0,0.011112439,0,0.007227858,0,0,0,0,0,0,0,0,0.010821943,0,0
0.050477551,0,0.019629024,0,0.096100353,0,0.013100624,0.011112439,0.028332234,0.007227858,0.009546382,0.058302162,0.028226317,0,0,0.035271676,0.067306012,0,0.010821943,0.038582726,0.007728745
0.036055393,0.062067065,0.186475733,0.010055697,0.024025088,0.226874345,0.039301871,0.011112439,0.39665128,0.014455717,0.019092764,0.314831674,0.028226317,0.008080917,0.457440678,0.035271676,0.089741349,0.376371057,0.064931661,0.028937045,0.425080991
0,0,0,0,0,0,0.013100624,0,0,0,0,0,0,0.008080917,0,0,0,0,0,0,0.015457491
0,0,0,0,0,0,0,0,0,0,0,0,0.007056579,0,0,0,0,0,0,0,0
0,0.013792681,0,0,0,0.009453098,0.013100624,0,0.075552625,0,0,0.034981297,0.007056579,0,0.034523825,0,0,0.303525046,0,0,0.108202434
0.014422157,0,0.058887073,0,0,0.075624782,0.026201248,0,0.226657874,0,0,0.081623027,0.028226317,0.008080917,0.120833387,0,0,0.728460111,0.021643887,0,0.471453463
0.021633236,0.013792681,0.019629024,0,0,0.047265489,0.013100624,0,0.132217093,0,0,0.104943891,0.014113158,0.008080917,0.18125008,0,0,0,0.043287774,0,0.108202434
0.043266472,0.013792681,0.117774147,0,0,0.179608856,0.065503119,0.011112439,0.453315749,0,0,0.291510809,0.049396054,0.024242751,0.276190598,0,0,0.52206308,0.043287774,0.028937045,0.533283425
0,0,0.039258049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.009444078,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026453757,0,0,0,0,0
0.007211079,0,0,0,0,0,0,0,0,0.007227858,0,0,0,0.008080917,0,0,0,0,0,0.009645682,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010821943,0,0
0,0.013792681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.010055697,0,0,0,0,0,0.007227858,0.009546382,0,0,0,0,0,0,0,0,0,0
0.007211079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.028332234,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.007227858,0.019092764,0,0,0,0,0,0,0,0,0,0
0.021633236,0.089652427,0.049072561,0.070389881,0.008008363,0.056718586,0.091704366,0.033337317,0.141661171,0.086734301,0.066824675,0.034981297,0.077622371,0.040404586,0.077678606,0.008817919,0.037392229,0,0.054109717,0.048228408,0.038643726
0.072110787,0.041378043,0.049072561,0.020111395,0.016016726,0,0.013100624,0.022224878,0.084996703,0.043367151,0.038185529,0.011660432,0.021169737,0.048485503,0.025892869,0.035271676,0,0,0.043287774,0.038582726,0.108202434
0.072110787,0.110341449,0,0.030167092,0.040041814,0.103984075,0.026201248,0.066674635,0.056664469,0.130101452,0,0.058302162,0.070565792,0.040404586,0.017261912,0.079361271,0.014956892,0.169974026,0.064931661,0.086811134,0.061829962
0,0,0,0.020111395,0.008008363,0,0,0.011112439,0,0,0,0.011660432,0.007056579,0,0.008630956,0,0,0,0.03246583,0,0.007728745
0,0.006896341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007728745
0.007211079,0,0,0,0,0,0,0,0,0.007227858,0,0,0.007056579,0,0,0.017635838,0.007478446,0,0.010821943,0,0
0,0,0.019629024,0,0,0,0,0,0,0,0,0.011660432,0,0,0.008630956,0,0,0,0,0,0
0,0,0,0.020111395,0,0,0,0,0,0,0.009546382,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.011112439,0,0.007227858,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008630956,0,0,0,0,0,0
0,0,0,0,0,0.028359293,0,0,0.009444078,0,0,0.034981297,0,0,0.025892869,0,0,0,0.010821943,0,0.023186236
0.014422157,0.020689022,0.009814512,0.512840561,0.080083628,0,0,0.022224878,0,0.007227858,0.066824675,0,0.028226317,0.024242751,0.034523825,0.061725433,0.014956892,0,0.03246583,0.019291363,0
0,0,0,0,0.008008363,0.018906195,0,0,0,0.007227858,0,0,0.007056579,0.008080917,0.034523825,0,0,0,0.010821943,0.009645682,0
0,0,0,0.020111395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.016016726,0,0,0,0,0,0,0,0,0.016161834,0,0,0,0,0,0,0
0.007211079,0,0,0,0,0,0,0,0,0,0.009546382,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.026201248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023186236
0.007211079,0,0,0,0,0,0,0,0,0,0,0.011660432,0.007056579,0,0,0,0,0,0,0,0
0.036055393,0.041378043,0.029443537,0.010055697,0,0,0.026201248,0,0.037776312,0.021683575,0.009546382,0.058302162,0.014113158,0.024242751,0.034523825,0.026453757,0.029913783,0,0,0.038582726,0
0.007211079,0.006896341,0.019629024,0,0,0,0,0.011112439,0,0,0,0,0.007056579,0.008080917,0,0,0.007478446,0,0,0.009645682,0
0.021633236,0,0,0,0,0,0,0,0,0.014455717,0,0,0,0,0,0.044089595,0,0,0,0,0
0,0,0.009814512,0,0.008008363,0,0,0,0,0,0,0,0.007056579,0,0,0.008817919,0.007478446,0,0,0,0
0,0,0.009814512,0,0,0,0,0,0,0,0,0,0,0.016161834,0,0,0,0,0,0,0
0,0.041378043,0,0,0,0,0.013100624,0,0,0,0,0,0,0,0,0.008817919,0,0,0,0,0
0,0,0,0,0,0,0,0.022224878,0,0.007227858,0,0,0,0,0.025892869,0.008817919,0,0,0,0,0
0,0,0,0,0,0.037812391,0,0,0.009444078,0,0,0,0,0.008080917,0.008630956,0,0,0,0,0,0
0.072110787,0.048274384,0.127588659,0,0,0.264686736,0.262012475,0.077787074,0.141661171,0,0,0.139925189,0.119961846,0.008080917,0.215773905,0.017635838,0.044870675,0,0.086575547,0.028937045,0.177761142
0.014422157,0,0,0,0,0.009453098,0.052402495,0.022224878,0.084996703,0,0,0.034981297,0.035282896,0,0.094940518,0,0,0.291384044,0.03246583,0.048228408,0.054101217
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008630956,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.007056579,0,0,0,0,0,0,0.009645682,0.046372472
0,0,0,0,0,0,0,0,0,0,0.009546382,0,0,0,0,0,0,0,0,0.009645682,0
0,0,0.029443537,0.020111395,0,0.075624782,0.052402495,0.033337317,0.04722039,0.007227858,0.019092764,0.058302162,0.021169737,0,0.077678606,0.026453757,0.007478446,0,0,0.019291363,0.061829962
0,0,0.058887073,0,0,0.037812391,0,0.011112439,0.075552625,0,0,0.034981297,0,0,0.069047649,0,0,0.291384044,0.010821943,0.009645682,0.108202434
0,0,0,0,0,0,0,0,0.009444078,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.039258049,0,0,0,0,0,0,0,0,0,0.007056579,0,0,0,0,0,0,0,0.007728745
0,0,0,0,0,0,0,0,0,0,0,0,0,0.008080917,0,0,0,0,0,0,0
0,0,0.029443537,0,0,0,0,0,0.018888156,0,0,0,0,0,0.060416693,0,0,0,0,0,0.030914981
0.007211079,0.062067065,0,0.010055697,0,0,0.013100624,0.033337317,0,0.021683575,0.019092764,0.011660432,0,0,0.017261912,0.008817919,0.022435337,0,0,0.019291363,0.007728745
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021643887,0,0
0.028844315,0,0.029443537,0,0,0,0.144106861,0.011112439,0.009444078,0,0,0,0,0,0.017261912,0.008817919,0.007478446,0,0,0.009645682,0
0,0,0,0.010055697,0,0,0,0.011112439,0,0,0,0,0,0,0,0,0,0,0,0.009645682,0.015457491
0.014422157,0,0,0,0,0,0,0,0,0,0.009546382,0,0,0,0,0.008817919,0,0,0,0,0
0,0,0.029443537,0,0,0.009453098,0,0.011112439,0.009444078,0,0,0.011660432,0,0,0.017261912,0,0,0,0,0,0.038643726
0.007211079,0,0,0,0,0,0,0,0.018888156,0.021683575,0,0,0,0,0,0,0,0,0.010821943,0.009645682,0.007728745
0.007211079,0.055170725,0.08833061,0.040222789,0.024025088,0,0.078603743,0.033337317,0.122773015,0.014455717,0.057278293,0.034981297,0.028226317,0,0.129464343,0.017635838,0.007478446,0,0.010821943,0.048228408,0.085016198
0,0,0,0,0,0,0,0,0.009444078,0,0,0,0,0,0,0,0.007478446,0,0,0,0
0,0,0,0,0,0,0.026201248,0.022224878,0,0,0,0,0,0,0,0,0,0,0,0.009645682,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008817919,0,0,0.021643887,0,0
0,0,0,0,0,0,0.013100624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007211079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.010055697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.020689022,0,0.020111395,0,0,0.026201248,0.011112439,0,0,0,0,0,0,0,0,0.022435337,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.008080917,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.018888156,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.019629024,0,0,0,0,0,0,0,0,0,0,0,0.008630956,0,0,0,0,0,0
0,0,0.039258049,0,0,0,0,0,0,0,0,0,0,0.008080917,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009645682,0
0.014422157,0.082756087,0,0.070389881,0.072075265,0.009453098,0.039301871,0.055562196,0,0.043367151,0.047731911,0.011660432,0.077622371,0.032323669,0.043154781,0.070543352,0.014956892,0.449217068,0.043287774,0.077165453,0.007728745
0,0.006896341,0,0.020111395,0,0,0,0.033337317,0,0,0,0,0.014113158,0,0,0,0,0,0,0.009645682,0.007728745
0,0.006896341,0,0,0,0,0,0,0,0.007227858,0.009546382,0.023320865,0,0.024242751,0,0,0,0,0,0,0
0,0,0.049072561,0,0,0.094530977,0.013100624,0,0.018888156,0,0,0.093283459,0,0,0.086309562,0,0,0,0.021643887,0,0.069558708
0,0,0.039258049,0,0,0,0.013100624,0,0.141661171,0,0,0.034981297,0,0,0.060416693,0,0,0,0,0.009645682,0.030914981
0,0,0,0,0,0,0,0,0.009444078,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008630956,0,0,0,0,0.009645682,0.007728745
0,0.013792681,0,0,0,0,0,0.011112439,0,0,0.019092764,0,0.007056579,0,0.025892869,0,0,0,0.010821943,0,0.007728745
0,0,0,0,0,0,0,0,0,0,0,0,0.007056579,0,0,0,0,0,0,0,0.007728745
0,0,0,0,0,0,0,0.022224878,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028844315,0.068963406,0.009814512,0,0.032033451,0.056718586,0.039301871,0.055562196,0.018888156,0.036139292,0.047731911,0.034981297,0.014113158,0.016161834,0.043154781,0.026453757,0.044870675,0,0.010821943,0.05787409,0
0,0,0,0,0,0,0.039301871,0,0,0,0.009546382,0,0.007056579,0.016161834,0,0,0.007478446,0,0,0.009645682,0
0.036055393,0,0,0,0.008008363,0,0,0,0.009444078,0.036139292,0.009546382,0.011660432,0.021169737,0,0.017261912,0.008817919,0.007478446,0.060705009,0,0,0
0,0,0,0,0,0.009453098,0,0,0,0,0,0.011660432,0,0,0.008630956,0,0,0,0,0,0
0,0.013792681,0.019629024,0,0.008008363,0,0.026201248,0.022224878,0.028332234,0.014455717,0,0.011660432,0.035282896,0,0,0.017635838,0.007478446,0,0,0,0
0,0,0,0,0,0,0,0,0.009444078,0,0,0,0,0,0.017261912,0,0,0,0,0.009645682,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009645682,0
0,0,0,0,0,0,0,0,0,0,0,0.011660432,0,0.008080917,0,0.008817919,0,0,0,0,0
0,0.013792681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007728745
0,0,0.058887073,0,0,0.066171684,0.013100624,0.022224878,0.094440781,0,0,0.093283459,0.014113158,0,0.103571474,0.008817919,0,0,0,0,0.193218632
0,0,0,0,0,0,0,0,0,0,0,0,0.007056579,0,0,0,0,0,0,0.009645682,0.007728745
0,0.048274384,0,0,0.008008363,0.009453098,0,0.044449756,0.009444078,0.036139292,0.047731911,0,0.021169737,0,0.017261912,0.008817919,0.007478446,0,0.010821943,0.077165453,0.015457491
0.007211079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.019629024,0,0,0,0.026201248,0.011112439,0,0,0.019092764,0,0.014113158,0,0,0.008817919,0,0,0.010821943,0.009645682,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009645682,0
0,0.006896341,0.039258049,0,0,0,0,0.011112439,0,0,0.009546382,0,0.007056579,0,0,0,0,0,0.010821943,0.009645682,0
0,0,0,0,0,0,0,0,0,0.014455717,0,0,0,0,0,0,0.007478446,0,0,0,0
0,0,0,0,0.016016726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007728745
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017261912,0,0,0,0,0,0
0,0.006896341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009645682,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025892869,0,0,0,0,0,0
0,0,0,0.010055697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.011660432,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.009453098,0,0,0.018888156,0.007227858,0,0,0.014113158,0,0,0,0,0,0,0,0
0,0,0,0.010055697,0,0,0,0,0,0.007227858,0,0,0.007056579,0,0,0,0,0,0,0.009645682,0
0,0,0.019629024,0,0,0,0.026201248,0,0.028332234,0,0,0.011660432,0,0,0.069047649,0,0,0,0,0,0.023186236
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010821943,0,0
0,0,0.039258049,0.010055697,0,0,0,0,0.018888156,0,0.009546382,0.023320865,0,0.008080917,0.017261912,0.017635838,0,0.242820037,0.03246583,0,0.061829962
0,0,0,0,0,0,0.013100624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007211079,0.020689022,0,0,0,0,0,0,0,0,0.047731911,0,0.007056579,0.008080917,0.025892869,0,0,0,0,0,0
0,0.013792681,0,0,0,0,0.026201248,0.011112439,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.008080917,0,0,0,0,0,0.009645682,0
0,0.006896341,0,0,0,0,0,0,0,0.007227858,0.009546382,0,0.007056579,0,0.017261912,0,0,0,0,0,0
0,0,0,0.010055697,0,0,0,0,0,0.007227858,0,0,0,0,0,0,0.007478446,0,0,0,0
0.007211079,0,0,0,0,0,0,0,0,0,0,0,0.007056579,0,0,0,0,0,0.010821943,0.009645682,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007728745
0.007211079,0,0,0,0,0,0,0,0,0,0.009546382,0,0,0,0,0.008817919,0,0,0,0.019291363,0.015457491
0,0,0,0,0,0.056718586,0,0,0,0,0,0,0,0,0,0,0,0,0.010821943,0,0
0,0,0.029443537,0,0,0,0.013100624,0,0.028332234,0,0,0.034981297,0,0,0,0,0,0,0.010821943,0,0.007728745
0.007211079,0,0.049072561,0,0,0.018906195,0,0,0.04722039,0,0,0.093283459,0.007056579,0,0.017261912,0,0,0,0,0,0.046372472
0,0,0,0.020111395,0,0,0,0.011112439,0,0,0,0,0.007056579,0,0,0.008817919,0,0,0,0.009645682,0.015457491
0.007211079,0.006896341,0,0,0,0.009453098,0,0,0.009444078,0.007227858,0,0,0,0,0.008630956,0,0,0,0,0,0.015457491
0.007211079,0,0,0,0.008008363,0,0.039301871,0,0,0,0,0,0,0,0,0.008817919,0.007478446,0,0,0,0
0.036055393,0,0,0,0.016016726,0.009453098,0,0.022224878,0,0,0.009546382,0,0,0,0.008630956,0.008817919,0,0,0,0.009645682,0
