1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0,0.05210286,0,0,0,0,0.029496619,0.225613419,0,0,0.185707205,0,0.021449813,0.114549122,0,0,0.225587698,0.028725534,0,0.266695197
0.086134194,0,0.325642876,0,0,0.27601309,0.052161021,0.058993238,0.388556444,0,0,0.355938809,0.121750407,0.08579925,0.561290697,0,0,0,0.014362767,0.051206579,0.543647902
0,0.018305498,0.07815429,0,0,0.100368396,0.052161021,0.01474831,0.050136315,0,0,0.046426801,0,0,0.080184385,0,0,0,0.028725534,0,0.051287538
0.038281864,0,0.02605143,0,0,0,0,0,0,0,0,0.0154756,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014362767,0,0
0,0.009152749,0,0,0,0,0,0,0.012534079,0,0,0,0,0,0.022909824,0,0,0,0.043088301,0,0
0,0,0,0,0,0,0,0,0,0.009592736,0.012669856,0,0,0,0,0,0,0,0.014362767,0,0
0,0,0,0,0,0,0,0.01474831,0,0,0,0,0,0.010724906,0.011454912,0.011703047,0,0,0,0.02560329,0
0,0.009152749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009570466,0,0,0,0,0,0,0,0,0,0.012669856,0,0.009365416,0,0,0.011703047,0,0,0.028725534,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028725534,0,0
0.200979787,0.054916494,0.091180005,0.106766506,0.106286129,0.050184198,0.27819211,0.103238167,0.175477104,0.143891039,0.076019134,0.123804803,0.131115823,0.075074344,0.148913858,0.140436566,0.089327815,0.032226814,0.071813834,0.166421383,0.328240243
0.076563728,0.118985737,0.05210286,0.080074879,0.031885839,0,0.034774014,0.073741548,0.125340788,0.076741887,0.114028701,0.030951201,0.04682708,0.042899625,0.126004034,0.128733519,0.009925313,0,0.157990436,0.076809869,0.133347599
0.028711398,0.036610996,0.039077145,0.04003744,0.053143064,0.087822347,0.104322041,0.073741548,0.100272631,0.067149152,0.025339711,0.030951201,0.065557912,0.042899625,0.011454912,0.023406094,0.029775938,0,0,0.038404934,0.071802553
0,0.064069243,0.039077145,0,0,0.01254605,0.034774014,0,0,0.019185472,0.025339711,0,0.009365416,0,0,0.011703047,0,0,0.014362767,0,0
0,0.018305498,0,0,0.031885839,0.025092099,0,0.01474831,0,0.009592736,0.063349278,0,0,0,0,0.023406094,0,0,0.071813834,0.038404934,0
0,0,0.02605143,0,0,0.087822347,0.017387007,0,0.012534079,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.012534079,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.010628613,0,0,0,0.025068158,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030772523
0.009570466,0.018305498,0,0,0.021257226,0,0,0,0.012534079,0.019185472,0,0,0,0.021449813,0,0,0.019850625,0,0,0.02560329,0
0,0,0,0,0,0,0,0.01474831,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009570466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.025092099,0,0,0,0,0,0,0.009365416,0.010724906,0,0,0,0,0,0.012801645,0.030772523
0,0,0,0,0,0,0,0,0,0,0,0.0154756,0,0,0,0.011703047,0.009925313,0,0.028725534,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022909824,0,0,0,0.014362767,0,0
0,0,0,0,0,0,0,0,0,0.019185472,0,0,0,0.010724906,0.022909824,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.012534079,0,0,0,0,0,0,0,0,0,0,0.02560329,0
0.019140932,0,0,0,0.010628613,0.025092099,0.017387007,0,0,0.019185472,0,0,0.018730832,0.021449813,0,0.011703047,0.019850625,0,0.014362767,0.02560329,0
0.019140932,0,0.02605143,0,0.010628613,0,0,0,0.012534079,0.009592736,0,0.0154756,0,0,0,0,0,0,0.014362767,0.038404934,0.020515015
0,0.018305498,0,0,0,0,0.017387007,0.029496619,0,0,0,0,0,0,0,0,0,0,0,0.038404934,0
0,0.018305498,0.02605143,0,0,0,0,0.01474831,0.025068158,0,0.025339711,0.0154756,0.009365416,0,0.034364737,0,0,0,0.014362767,0,0.051287538
0.009570466,0,0.065128575,0,0,0.050184198,0,0,0,0,0,0.030951201,0,0,0.068729473,0,0,0,0,0.02560329,0.133347599
0,0,0,0,0,0,0,0.088489858,0,0,0,0,0,0.021449813,0,0,0,0,0,0.012801645,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030772523
0.038281864,0.009152749,0.039077145,0,0.010628613,0,0.069548028,0.01474831,0,0.019185472,0.012669856,0.030951201,0.009365416,0.010724906,0,0.011703047,0.009925313,0,0.043088301,0.012801645,0
0.038281864,0,0.02605143,0.013345813,0.042514452,0,0.121709048,0.029496619,0,0.038370944,0.025339711,0.046426801,0.065557912,0.032174719,0.022909824,0.058515236,0.029775938,0.418948582,0,0.02560329,0.010257508
0,0,0,0,0,0,0.017387007,0,0,0,0,0,0,0,0,0,0,0,0,0.02560329,0
0,0,0,0,0,0.01254605,0,0.01474831,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.013345813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010257508
0.009570466,0,0,0,0,0,0,0,0.012534079,0,0,0.0154756,0,0,0.022909824,0,0,0,0,0,0.010257508
0,0,0,0.013345813,0.010628613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.021449813,0.011454912,0,0.009925313,0,0,0,0.030772523
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011454912,0,0,0,0.014362767,0.012801645,0.010257508
0,0,0,0.013345813,0.010628613,0,0,0,0,0,0.025339711,0,0,0,0,0,0,0,0.028725534,0.012801645,0
0,0,0,0,0,0,0,0,0,0.009592736,0,0,0.009365416,0,0.011454912,0,0,0,0,0,0
0,0,0,0,0,0,0,0.01474831,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.010628613,0,0,0,0,0.028778208,0,0.0154756,0,0,0,0,0,0,0,0,0.020515015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011454912,0,0,0,0,0,0
0,0,0,0.013345813,0,0,0,0,0,0.009592736,0,0,0,0,0.011454912,0,0,0,0,0.02560329,0
0.009570466,0,0,0,0,0,0,0,0.012534079,0,0,0,0,0,0,0,0,0,0,0,0.010257508
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012801645,0
0,0,0,0,0,0,0,0,0,0,0,0.030951201,0,0,0,0,0,0,0,0.02560329,0
0,0,0,0,0,0,0,0,0.012534079,0,0,0,0,0,0,0,0,0,0,0,0
0.009570466,0,0,0,0.010628613,0,0.052161021,0.029496619,0,0,0,0,0,0.010724906,0,0,0,0,0.014362767,0,0
0,0,0,0,0,0,0,0,0,0.009592736,0.012669856,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014362767,0,0
0.019140932,0.009152749,0,0,0,0,0.034774014,0.01474831,0,0.009592736,0,0.030951201,0.018730832,0.010724906,0,0,0,0,0,0.012801645,0
0,0,0,0,0,0.025092099,0,0,0.012534079,0,0,0,0.009365416,0,0.011454912,0,0,0,0,0,0.010257508
0.009570466,0,0,0,0,0,0,0,0,0,0.012669856,0,0,0,0.011454912,0,0,0,0,0.012801645,0
0,0,0,0,0,0,0,0,0,0,0,0.0154756,0.018730832,0,0,0,0,0,0,0.02560329,0
0,0.027458247,0,0,0,0,0,0,0,0,0,0,0,0,0.011454912,0,0,0,0.014362767,0.02560329,0
0,0,0.013025715,0.013345813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.010628613,0,0,0,0,0,0,0,0,0.010724906,0,0,0,0,0,0,0
0.14355699,0.237971474,0.07815429,0.160149759,0.170057806,0.112914446,0.017387007,0.073741548,0.062670394,0.326153022,0.190047835,0.077378002,0.215404567,0.235947938,0.091639297,0.269170085,0.21835688,0.306154733,0.244167037,0.179223027,0.051287538
0,0,0,0,0,0,0.017387007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010257508
0.009570466,0,0,0,0,0,0,0,0,0,0,0,0.009365416,0,0.045819649,0.011703047,0,0,0.028725534,0,0
0.009570466,0,0,0.013345813,0,0,0,0.01474831,0,0,0,0,0.009365416,0,0,0,0,0,0,0,0
0.019140932,0.018305498,0,0.013345813,0.010628613,0.037638149,0,0.029496619,0.012534079,0.009592736,0.08868899,0.030951201,0.009365416,0.032174719,0.011454912,0,0,0,0.014362767,0.012801645,0.071802553
0,0.009152749,0,0,0.021257226,0,0,0,0,0,0.025339711,0.0154756,0,0,0,0.011703047,0,0,0,0,0
0.038281864,0,0,0,0,0.050184198,0,0.01474831,0.025068158,0,0,0.030951201,0.009365416,0,0.022909824,0,0,0,0.043088301,0,0.082060061
0,0,0,0,0,0,0,0,0,0,0,0,0.009365416,0,0,0,0,0,0,0,0
0,0,0,0,0,0.037638149,0,0,0,0,0,0,0,0,0,0,0,0,0.014362767,0,0
0,0,0,0,0,0,0,0.01474831,0,0,0,0,0,0,0,0.011703047,0,0,0,0,0
0,0,0,0,0.010628613,0,0,0,0,0,0,0,0,0.010724906,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.01474831,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.010628613,0,0,0,0,0,0,0.0154756,0,0,0,0,0.019850625,0,0,0,0
0,0.009152749,0,0,0,0,0,0,0.025068158,0,0,0.0154756,0,0.010724906,0,0.023406094,0.019850625,0,0.028725534,0.012801645,0
0,0,0,0,0,0.025092099,0,0,0.012534079,0,0,0.030951201,0,0,0,0,0,0,0,0,0.020515015
0,0,0,0,0.021257226,0,0.017387007,0.044244929,0,0.019185472,0.012669856,0,0,0,0,0.011703047,0,0,0,0.02560329,0
0.019140932,0,0,0,0,0,0,0,0,0,0,0,0,0.021449813,0,0,0,0,0,0,0.020515015
0,0,0.02605143,0,0,0.025092099,0,0,0,0,0,0,0,0.010724906,0,0.011703047,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012801645,0
0.114845592,0.018305498,0.02605143,0.013345813,0.021257226,0.025092099,0.173870069,0.01474831,0.150408946,0.019185472,0,0.092853602,0.093654159,0,0.16036877,0.011703047,0.009925313,0,0.071813834,0.038404934,0.112832583
0.009570466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014362767,0,0.010257508
0,0,0,0,0.031885839,0,0,0.044244929,0,0.009592736,0.025339711,0,0.009365416,0.010724906,0,0.023406094,0,0,0,0,0
0,0,0,0,0,0,0,0,0.012534079,0,0,0,0,0,0,0,0,0,0.014362767,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0154756,0,0,0,0,0,0,0,0,0
0.009570466,0,0.02605143,0,0,0,0,0,0.012534079,0,0,0,0,0,0.011454912,0,0,0,0,0,0.030772523
0,0,0,0,0.010628613,0,0,0,0,0,0,0,0,0,0,0.011703047,0,0,0,0,0
0,0,0,0,0,0,0,0,0.012534079,0,0,0,0,0,0.045819649,0,0,0,0.014362767,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.009365416,0,0,0,0,0,0.014362767,0,0
0.009570466,0.009152749,0,0,0,0,0,0.01474831,0.012534079,0.019185472,0.025339711,0,0,0,0,0,0,0,0,0,0
0.019140932,0,0.02605143,0,0,0.025092099,0,0.029496619,0,0,0,0.046426801,0,0,0,0,0,0,0,0,0.010257508
0,0,0.013025715,0,0,0,0,0,0,0.028778208,0.025339711,0,0,0,0,0,0.019850625,0,0,0,0.020515015
0.009570466,0,0.039077145,0,0,0,0,0,0.012534079,0,0,0,0,0,0.011454912,0,0,0,0,0,0
0.019140932,0.018305498,0.013025715,0,0,0,0.052161021,0.01474831,0,0,0,0,0.028096248,0,0.022909824,0,0,0,0.014362767,0,0.010257508
0,0,0,0,0,0,0,0,0,0,0,0.0154756,0,0,0,0,0,0,0,0,0
0.009570466,0,0,0,0,0,0,0,0,0,0,0,0.009365416,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.012669856,0,0,0,0,0,0,0,0,0,0
0,0,0.013025715,0,0,0,0,0,0.025068158,0,0,0,0,0,0,0,0,0,0,0,0.010257508
0,0,0,0,0.010628613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.018305498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.013025715,0,0,0,0.034774014,0,0.012534079,0,0,0,0,0,0.022909824,0,0,0,0,0,0.010257508
0,0,0.05210286,0,0,0.01254605,0.069548028,0.01474831,0,0,0,0.092853602,0.018730832,0,0.034364737,0,0,0,0.014362767,0,0.051287538
0,0,0,0,0.010628613,0,0,0,0,0,0,0,0,0,0.011454912,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.010724906,0,0,0,0,0,0.012801645,0.010257508
0,0.018305498,0,0,0,0,0.034774014,0.01474831,0.012534079,0,0,0,0,0,0,0,0,0,0.014362767,0.012801645,0.030772523
0,0,0,0,0,0,0,0,0.012534079,0,0,0,0,0,0,0,0,0,0,0,0
0.028711398,0,0,0,0.031885839,0,0,0,0,0.009592736,0.025339711,0,0.009365416,0,0,0,0,0,0.043088301,0,0
0.105275126,0.045763745,0.143282865,0.013345813,0,0,0,0.044244929,0.012534079,0.04796368,0,0,0.037461664,0,0.022909824,0.023406094,0,0,0.043088301,0.012801645,0.010257508
0,0,0,0,0,0,0,0,0,0,0.012669856,0,0,0,0,0,0.009925313,0,0,0,0
0,0,0,0,0,0,0.017387007,0,0,0,0,0,0.009365416,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.012534079,0,0,0.0154756,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.012534079,0,0,0,0,0,0,0,0,0,0,0,0
0.019140932,0,0.02605143,0,0.010628613,0,0,0,0,0.009592736,0,0,0,0.010724906,0,0,0,0,0.057451067,0,0
0,0,0,0,0.010628613,0,0,0.01474831,0,0,0,0,0,0,0,0,0,0,0,0.012801645,0
0,0,0,0,0,0,0,0,0.012534079,0,0,0,0,0,0.011454912,0,0,0,0,0,0
0.028711398,0.036610996,0,0.026691626,0,0.037638149,0.034774014,0,0,0,0.012669856,0.0154756,0.037461664,0,0,0.011703047,0,0,0.014362767,0.012801645,0.010257508
0,0,0,0,0,0.050184198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009570466,0.009152749,0,0,0,0,0,0.01474831,0.025068158,0.019185472,0,0.0154756,0,0.010724906,0,0,0,0,0.014362767,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011703047,0,0,0,0,0
0,0,0.013025715,0,0.010628613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012801645,0.010257508
0.009570466,0,0.02605143,0.013345813,0,0,0,0.01474831,0,0.057556416,0,0,0.009365416,0,0.011454912,0,0,0,0,0,0
0,0,0.013025715,0,0,0.01254605,0,0,0,0,0,0.030951201,0,0,0.011454912,0,0,0,0,0,0
0.009570466,0,0,0,0,0,0.017387007,0,0,0,0.012669856,0,0,0,0,0,0,0,0,0.012801645,0
0.019140932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011703047,0,0,0.014362767,0.038404934,0
0.028711398,0.036610996,0,0,0.021257226,0,0,0.044244929,0.012534079,0.028778208,0.038009567,0.030951201,0,0.021449813,0.011454912,0.023406094,0,0,0.057451067,0,0
0,0,0,0,0,0.01254605,0,0.01474831,0,0.009592736,0.050679423,0.030951201,0,0.010724906,0.011454912,0,0,0,0,0,0.010257508
0,0,0,0,0.010628613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0154756,0,0,0,0.011703047,0,0,0,0,0
0.019140932,0,0,0,0.010628613,0.037638149,0.017387007,0.01474831,0.012534079,0.211040191,0.050679423,0.0154756,0.028096248,0.010724906,0,0.011703047,0.079402502,0,0.014362767,0.02560329,0.020515015
0.009570466,0.018305498,0,0,0,0,0.034774014,0,0,0,0,0.030951201,0,0.032174719,0.011454912,0,0,0,0.043088301,0.012801645,0
0.009570466,0,0,0.04003744,0,0.025092099,0,0.044244929,0.025068158,0,0.038009567,0,0,0.021449813,0,0,0.009925313,0,0.014362767,0.038404934,0.010257508
0,0,0,0,0.021257226,0.025092099,0,0,0,0,0.012669856,0,0.018730832,0,0,0,0,0,0.043088301,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.009365416,0,0,0,0,0,0,0,0
0,0,0.013025715,0,0,0,0,0,0,0,0,0,0.009365416,0,0,0,0,0,0.014362767,0,0
0.04785233,0.009152749,0.02605143,0.026691626,0.063771677,0.050184198,0,0.029496619,0.037602236,0.038370944,0.025339711,0.030951201,0.037461664,0,0.011454912,0.105327425,0.029775938,0,0.014362767,0.038404934,0.020515015
0,0,0,0,0.010628613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.025068158,0,0.012669856,0,0.009365416,0,0,0.023406094,0,0,0,0,0
0,0,0,0,0.010628613,0,0,0,0.025068158,0,0.025339711,0,0,0,0,0,0,0,0.057451067,0.064008224,0
0,0.018305498,0,0,0,0,0.017387007,0.073741548,0,0.009592736,0.076019134,0,0.018730832,0,0,0,0.029775938,0,0.057451067,0.012801645,0
0.009570466,0,0,0,0,0,0,0,0.012534079,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.010724906,0,0,0,0,0,0,0
0,0,0,0.013345813,0.010628613,0.01254605,0,0,0,0.009592736,0.012669856,0,0,0,0,0.011703047,0,0,0,0,0
0,0,0,0,0,0,0,0.044244929,0,0.028778208,0.012669856,0,0.009365416,0,0,0.011703047,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0154756,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011454912,0,0,0,0,0,0
0,0,0.013025715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020515015
0,0,0.10420572,0,0,0,0.017387007,0.044244929,0.162943025,0,0,0.061902402,0.028096248,0,0.080184385,0,0,0.080567035,0.043088301,0.038404934,0.174377629
0,0,0,0,0,0,0,0,0,0,0,0.030951201,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.017387007,0.029496619,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.017387007,0,0,0,0.012669856,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014362767,0.02560329,0
0.009570466,0,0,0,0,0,0,0,0.025068158,0,0,0,0,0,0.011454912,0,0,0,0.014362767,0,0
0,0,0,0.013345813,0,0,0,0,0,0,0,0,0.009365416,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.017387007,0,0.037602236,0,0,0,0,0,0.011454912,0,0,0,0,0,0
0,0,0,0,0.042514452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038281864,0.128138486,0.221437156,0,0.042514452,0.125460496,0.034774014,0.221224644,0.037602236,0.163076511,0.08868899,0.092853602,0.140481239,0.042899625,0.057274561,0.128733519,0.049626564,0,0.100539368,0.128016448,0.061545046
0,0,0,0,0,0.050184198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.075276297,0,0,0.025068158,0,0,0,0,0,0.022909824,0,0,0,0,0,0.020515015
0.009570466,0,0.013025715,0,0.010628613,0,0.052161021,0,0.012534079,0.028778208,0.063349278,0.0154756,0.018730832,0.021449813,0,0.011703047,0,0,0.014362767,0.012801645,0
0,0,0,0,0,0,0.086935034,0,0.012534079,0,0,0,0.028096248,0.010724906,0,0,0.019850625,0,0,0.02560329,0
0.009570466,0.027458247,0,0,0.010628613,0,0.034774014,0.044244929,0,0.009592736,0,0,0,0,0,0.011703047,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010257508
0,0,0.02605143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.01474831,0,0,0,0,0,0,0,0,0,0,0,0.012801645,0
0,0,0,0,0,0,0,0.01474831,0,0.009592736,0.012669856,0,0,0.010724906,0,0.023406094,0,0,0.014362767,0,0
0,0,0,0,0,0,0.017387007,0,0.012534079,0,0,0,0.009365416,0,0,0,0,0,0.014362767,0,0.04103003
0.009570466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014362767,0.012801645,0
0,0,0,0.013345813,0,0,0,0,0,0,0,0.0154756,0,0,0.045819649,0,0,0,0.014362767,0.012801645,0
0,0,0,0,0,0,0,0,0,0,0,0.0154756,0,0,0,0,0,0,0,0.012801645,0
0,0,0,0,0,0,0,0,0,0.009592736,0,0,0,0,0,0,0,0,0,0,0
